,Unnamed: 0,student_id,semester,year,grade,term_number
72,2562,2680,spring,2008,C,750
73,2563,7638,spring,2008,D,750
74,2564,6454,spring,2008,D,750
75,2565,5106,spring,2008,C,750
76,2566,4717,spring,2008,C,750
77,2567,6197,spring,2008,F,750
78,2568,7288,spring,2008,D,750
79,2569,5365,spring,2008,D,750
80,2570,6325,spring,2008,F,750
81,2571,2425,spring,2008,A,750
82,2572,1679,spring,2008,F,750
83,2573,10518,spring,2008,C,750
84,2574,3718,spring,2008,C,750
85,2575,2622,spring,2008,C,750
86,2576,5341,spring,2008,C,750
87,2577,2782,spring,2008,D,750
88,3138,4990,spring,2008,B,750
89,3139,7849,spring,2008,B,750
90,3141,9878,spring,2008,C,750
91,3142,9964,spring,2008,C,750
92,3331,537,summer,2008,F,760
93,3968,812,fall,2009,D,800
94,3969,2405,fall,2009,F,800
95,3970,9401,fall,2009,A,800
96,3971,10105,fall,2009,F,800
97,3972,2046,fall,2009,D,800
98,3973,1235,fall,2009,F,800
99,3974,160,fall,2009,F,800
100,3975,5154,fall,2009,B,800
101,3976,7389,fall,2009,F,800
102,3977,8334,fall,2009,F,800
103,3978,2346,fall,2009,F,800
104,3979,8308,fall,2009,F,800
105,3980,2828,fall,2009,A,800
106,3981,6325,fall,2009,F,800
107,3982,3274,fall,2009,C,800
108,3983,298,fall,2009,F,800
109,3984,5568,fall,2009,B,800
110,3985,1455,fall,2009,F,800
111,3986,1078,fall,2009,C,800
112,3987,3714,fall,2009,D,800
113,3988,2743,fall,2009,B,800
114,3989,8444,fall,2009,C,800
115,3990,9361,fall,2009,D,800
116,3991,3912,fall,2009,B,800
117,3992,5969,fall,2009,D,800
118,3993,1579,fall,2009,B,800
119,3994,875,fall,2009,F,800
120,3995,10420,fall,2009,F,800
121,3996,8633,fall,2009,C,800
122,3997,9234,fall,2009,D,800
123,3998,291,fall,2009,C,800
124,4637,4045,fall,2009,F,800
125,4638,7798,fall,2009,B,800
126,4851,153,fall,2009,B,800
127,4852,1614,fall,2009,C,800
128,4854,721,fall,2009,C,800
129,4855,713,fall,2009,C,800
130,4856,8771,fall,2009,B,800
131,4857,5435,fall,2009,C,800
132,4858,5685,fall,2009,C,800
133,4860,3157,fall,2009,B,800
134,4861,8818,fall,2009,B,800
135,4863,9342,fall,2009,D,800
136,4864,700,fall,2009,F,800
137,5705,9710,spring,2009,B,780
138,5706,3092,spring,2009,C,780
139,5707,2046,spring,2009,F,780
140,5708,1351,spring,2009,F,780
141,5709,7389,spring,2009,F,780
142,5710,1579,spring,2009,D,780
143,5711,812,spring,2009,D,780
144,5712,10420,spring,2009,F,780
145,5713,9789,spring,2009,C,780
146,5714,6456,spring,2009,F,780
147,5715,4624,spring,2009,F,780
148,5716,6730,spring,2009,C,780
149,5717,7240,spring,2009,B,780
150,5718,7585,spring,2009,B,780
151,5719,3921,spring,2009,C,780
152,5720,8322,spring,2009,B,780
153,5721,6943,spring,2009,C,780
154,5722,6051,spring,2009,A,780
155,5723,8444,spring,2009,F,780
156,5724,9268,spring,2009,F,780
157,5725,1533,spring,2009,C,780
158,5726,1313,spring,2009,A,780
159,5727,8169,spring,2009,C,780
160,5728,6197,spring,2009,B,780
161,5729,6964,spring,2009,B,780
162,5730,6454,spring,2009,C,780
163,6242,68,spring,2009,C,780
164,6395,721,spring,2009,F,780
165,6396,2823,spring,2009,F,780
166,6397,4318,spring,2009,F,780
167,6398,7158,spring,2009,C,780
168,6400,702,spring,2009,F,780
169,6401,836,spring,2009,F,780
170,6402,1904,spring,2009,C,780
171,6661,3852,summer,2009,C,790
172,7289,2780,fall,2010,C,830
173,7290,4602,fall,2010,C,830
174,7291,6020,fall,2010,D,830
175,7292,5872,fall,2010,F,830
176,7293,1833,fall,2010,C,830
177,7294,2405,fall,2010,C,830
178,7295,2760,fall,2010,F,830
179,7296,3229,fall,2010,A,830
180,7297,4483,fall,2010,F,830
181,7298,3714,fall,2010,C,830
182,7299,1901,fall,2010,F,830
183,7300,1672,fall,2010,C,830
184,7301,869,fall,2010,F,830
185,7302,7389,fall,2010,C,830
186,7303,3801,fall,2010,F,830
187,7304,8605,fall,2010,D,830
188,7305,645,fall,2010,B,830
189,7306,9689,fall,2010,F,830
190,7307,7801,fall,2010,B,830
191,7308,8964,fall,2010,A,830
192,7309,8334,fall,2010,C,830
193,7310,9201,fall,2010,C,830
194,7311,3100,fall,2010,B,830
195,7312,7411,fall,2010,C,830
196,7313,7441,fall,2010,C,830
197,7314,1183,fall,2010,C,830
198,7315,4779,fall,2010,C,830
199,7316,3856,fall,2010,C,830
200,8045,1103,fall,2010,A,830
201,8046,9959,fall,2010,B,830
202,8047,3908,fall,2010,A,830
203,8048,4641,fall,2010,B,830
204,8049,8442,fall,2010,A,830
205,8050,6464,fall,2010,B,830
206,8280,4648,fall,2010,F,830
207,8281,4112,fall,2010,B,830
208,8282,1939,fall,2010,F,830
209,8283,4757,fall,2010,C,830
210,8284,542,fall,2010,A,830
211,8285,6940,fall,2010,B,830
212,9124,4104,spring,2010,F,810
213,9125,10673,spring,2010,C,810
214,9126,7411,spring,2010,F,810
215,9127,6020,spring,2010,F,810
216,9128,6942,spring,2010,B,810
217,9129,3605,spring,2010,A,810
218,9130,1514,spring,2010,C,810
219,9131,1833,spring,2010,F,810
220,9132,1235,spring,2010,C,810
221,9133,4624,spring,2010,F,810
222,9134,875,spring,2010,B,810
223,9135,298,spring,2010,F,810
224,9136,9268,spring,2010,C,810
225,9137,869,spring,2010,F,810
226,9138,8308,spring,2010,C,810
227,9139,1051,spring,2010,F,810
228,9140,7389,spring,2010,F,810
229,9141,8884,spring,2010,F,810
230,9142,9352,spring,2010,C,810
231,9143,2405,spring,2010,D,810
232,9144,10105,spring,2010,D,810
233,9717,9358,spring,2010,C,810
234,9718,5077,spring,2010,B,810
235,9719,4045,spring,2010,C,810
236,9907,9342,spring,2010,F,810
237,9908,6676,spring,2010,B,810
238,9909,9170,spring,2010,A,810
239,9910,5469,spring,2010,B,810
240,9911,4757,spring,2010,D,810
241,9912,3052,spring,2010,B,810
242,10219,8884,summer,2010,F,820
243,10220,1679,summer,2010,B,820
244,10221,1051,summer,2010,C,820
245,10905,10569,fall,2011,F,860
246,10906,8344,fall,2011,D,860
247,10907,1345,fall,2011,B-,860
248,10908,6456,fall,2011,F,860
249,10909,9750,fall,2011,F,860
250,10910,4483,fall,2011,C+,860
251,10911,6765,fall,2011,C+,860
252,10912,9475,fall,2011,F,860
253,10913,6304,fall,2011,B-,860
254,10914,2208,fall,2011,F,860
255,10915,488,fall,2011,D,860
256,10916,1308,fall,2011,C-,860
257,10917,7202,fall,2011,D,860
258,10918,1234,fall,2011,C+,860
259,10919,7987,fall,2011,D,860
260,10920,3833,fall,2011,B+,860
261,10921,7896,fall,2011,F,860
262,10922,6009,fall,2011,D,860
263,10923,4712,fall,2011,D,860
264,10924,1199,fall,2011,F,860
265,10925,990,fall,2011,B,860
266,10926,9410,fall,2011,F,860
267,10927,9039,fall,2011,D,860
268,10928,5616,fall,2011,D,860
269,11640,177,fall,2011,B,860
270,11641,134,fall,2011,B-,860
271,11642,3014,fall,2011,D,860
272,11643,9902,fall,2011,B,860
273,11644,7970,fall,2011,C-,860
274,11645,5734,fall,2011,C+,860
275,12007,9377,fall,2011,C-,860
276,12008,10401,fall,2011,D,860
277,12009,2137,fall,2011,B,860
278,12010,1036,fall,2011,F,860
279,12011,4537,fall,2011,F,860
280,12012,8227,fall,2011,D,860
281,12013,2754,fall,2011,D,860
282,12015,5685,fall,2011,B-,860
283,12016,7056,fall,2011,B,860
284,12829,488,spring,2011,F,840
285,12830,7948,spring,2011,C,840
286,12831,2545,spring,2011,B,840
287,12832,4483,spring,2011,D,840
288,12833,4712,spring,2011,F,840
289,12834,3801,spring,2011,C,840
290,12835,1455,spring,2011,C,840
291,12836,3313,spring,2011,F,840
292,12837,2760,spring,2011,C,840
293,12838,9062,spring,2011,D,840
294,12839,4831,spring,2011,C,840
295,12840,6009,spring,2011,F,840
296,12841,6020,spring,2011,C,840
297,12842,5872,spring,2011,D,840
298,12843,8014,spring,2011,C,840
299,12844,869,spring,2011,F,840
300,12845,10569,spring,2011,F,840
301,12846,9191,spring,2011,D,840
302,13454,7883,spring,2011,A,840
303,13455,3334,spring,2011,B,840
304,13456,7563,spring,2011,B,840
305,13690,503,spring,2011,F,840
306,13691,3107,spring,2011,D,840
307,13692,1939,spring,2011,F,840
308,13693,8485,spring,2011,F,840
309,13976,8884,summer,2011,D,850
310,14735,9834,fall,2012,F,890
311,14736,10412,fall,2012,D,890
312,14737,2394,fall,2012,C,890
313,14738,5616,fall,2012,C,890
314,14739,348,fall,2012,C+,890
315,14740,9274,fall,2012,D,890
316,14741,9533,fall,2012,A-,890
317,14742,9234,fall,2012,B+,890
318,14743,970,fall,2012,D,890
319,14744,16,fall,2012,D,890
320,14745,5676,fall,2012,C-,890
321,14746,9534,fall,2012,F,890
322,14747,7958,fall,2012,B,890
323,14748,5215,fall,2012,F,890
324,14749,7053,fall,2012,C,890
325,14750,5108,fall,2012,F,890
326,14751,4712,fall,2012,F,890
327,14752,32,fall,2012,C+,890
328,14753,2121,fall,2012,C,890
329,14754,6026,fall,2012,D,890
330,14755,9532,fall,2012,D,890
331,14756,1086,fall,2012,C,890
332,14757,2456,fall,2012,D,890
333,14758,10174,fall,2012,D+,890
334,14759,3539,fall,2012,D,890
335,15533,9043,fall,2012,A-,890
336,15534,4864,fall,2012,B,890
337,15535,5023,fall,2012,B,890
338,15536,8086,fall,2012,C-,890
339,15537,2748,fall,2012,F,890
340,15538,7923,fall,2012,A,890
341,15539,3895,fall,2012,A,890
342,15540,1930,fall,2012,B,890
343,15541,2993,fall,2012,B,890
344,15542,2669,fall,2012,A-,890
345,15543,9866,fall,2012,B+,890
346,15544,43,fall,2012,D,890
347,15953,7787,fall,2012,B,890
348,15954,8485,fall,2012,F,890
349,15955,280,fall,2012,B+,890
350,15957,4687,fall,2012,C,890
351,15958,540,fall,2012,F,890
352,15959,10643,fall,2012,C,890
353,15960,9585,fall,2012,D,890
354,15961,3118,fall,2012,B,890
355,15962,3564,fall,2012,B-,890
356,16774,9191,spring,2012,B,870
357,16775,7896,spring,2012,B,870
358,16776,6449,spring,2012,C+,870
359,16777,4368,spring,2012,D,870
360,16778,7987,spring,2012,C-,870
361,16779,9386,spring,2012,F,870
362,16780,2121,spring,2012,F,870
363,16781,2470,spring,2012,F,870
364,16782,60,spring,2012,F,870
365,16783,9234,spring,2012,F,870
366,16784,10412,spring,2012,F,870
367,16785,10062,spring,2012,F,870
368,16786,9548,spring,2012,C,870
369,16787,7958,spring,2012,D,870
370,16788,9039,spring,2012,C+,870
371,16789,9475,spring,2012,C,870
372,16790,10569,spring,2012,D,870
373,16791,488,spring,2012,C-,870
374,16792,9410,spring,2012,C,870
375,16793,7699,spring,2012,C,870
376,16794,9304,spring,2012,B-,870
377,16795,1199,spring,2012,B-,870
378,16796,7005,spring,2012,B-,870
379,16797,2208,spring,2012,C-,870
380,17438,8177,spring,2012,B,870
381,17439,7970,spring,2012,B,870
382,17440,7841,spring,2012,C,870
383,17441,9076,spring,2012,C,870
384,17442,3014,spring,2012,A-,870
385,17443,9866,spring,2012,C-,870
386,17444,9043,spring,2012,D,870
387,17445,192,spring,2012,A-,870
388,17710,8227,spring,2012,B,870
389,17711,1452,spring,2012,C+,870
390,17712,10401,spring,2012,C,870
391,17713,6302,spring,2012,D,870
392,17714,7787,spring,2012,F,870
393,17715,4537,spring,2012,F,870
394,17716,2754,spring,2012,C-,870
395,17717,3675,spring,2012,B+,870
396,17992,8884,summer,2012,C,880
397,17993,3313,summer,2012,B-,880
398,17994,7128,summer,2012,C+,880
399,18020,9901,summer,2012,B+,880
400,18021,2754,summer,2012,B+,880
401,18769,6367,fall,2013,F,920
402,18770,1340,fall,2013,D+,920
403,18771,5442,fall,2013,D,920
404,18772,9534,fall,2013,F,920
405,18773,9057,fall,2013,D+,920
406,18774,10505,fall,2013,D,920
407,18775,300,fall,2013,F,920
408,18776,3894,fall,2013,B-,920
409,18777,6927,fall,2013,C-,920
410,18778,6388,fall,2013,D,920
411,18779,7871,fall,2013,A,920
412,18780,7341,fall,2013,F,920
413,18781,4506,fall,2013,F,920
414,18782,6440,fall,2013,C-,920
415,18783,3696,fall,2013,D,920
416,18784,381,fall,2013,F,920
417,18785,6597,fall,2013,C+,920
418,18786,2145,fall,2013,D,920
419,18787,7951,fall,2013,C,920
420,18788,2448,fall,2013,C-,920
421,18789,5019,fall,2013,D,920
422,18790,7199,fall,2013,F,920
423,18791,524,fall,2013,D,920
424,18792,3297,fall,2013,D,920
425,18793,2492,fall,2013,F,920
426,18794,1639,fall,2013,C+,920
427,18795,5108,fall,2013,C,920
428,18796,9376,fall,2013,C,920
429,18797,8420,fall,2013,F,920
430,19621,6977,fall,2013,C-,920
431,19622,5091,fall,2013,A,920
432,19623,7244,fall,2013,B+,920
433,19624,9008,fall,2013,B-,920
434,19625,2546,fall,2013,B,920
435,19626,9405,fall,2013,B+,920
436,19627,7845,fall,2013,A,920
437,19628,3424,fall,2013,C,920
438,19629,6144,fall,2013,C,920
439,19630,4260,fall,2013,A,920
440,19631,2307,fall,2013,D,920
441,19632,2097,fall,2013,B,920
442,20058,5176,fall,2013,C+,920
443,20059,2447,fall,2013,B-,920
444,20060,2455,fall,2013,A,920
445,20061,3283,fall,2013,C,920
446,20829,10031,spring,2013,C-,900
447,20830,7951,spring,2013,D,900
448,20831,6026,spring,2013,D,900
449,20832,9148,spring,2013,B,900
450,20833,8765,spring,2013,C-,900
451,20834,7775,spring,2013,F,900
452,20835,4368,spring,2013,C+,900
453,20836,3696,spring,2013,F,900
454,20837,9532,spring,2013,C-,900
455,20838,4982,spring,2013,F,900
456,20839,3539,spring,2013,F,900
457,20840,9274,spring,2013,C-,900
458,20841,16,spring,2013,F,900
459,20842,6367,spring,2013,F,900
460,20843,4785,spring,2013,C-,900
461,20844,585,spring,2013,C,900
462,20845,10174,spring,2013,C,900
463,20846,3894,spring,2013,F,900
464,20847,6750,spring,2013,D,900
465,20848,5108,spring,2013,F,900
466,20849,10412,spring,2013,F,900
467,20850,5215,spring,2013,F,900
468,21554,3910,spring,2013,B,900
469,21555,3366,spring,2013,B,900
470,21556,1857,spring,2013,C-,900
471,21557,2748,spring,2013,C,900
472,21558,4814,spring,2013,B,900
473,21559,8553,spring,2013,B-,900
474,21560,43,spring,2013,D,900
475,21893,2455,spring,2013,D,900
476,21894,3864,spring,2013,F,900
477,21895,9585,spring,2013,D,900
478,21896,2447,spring,2013,D,900
479,21897,6972,spring,2013,F,900
480,22098,8045,summer,2013,C-,910
481,22099,528,summer,2013,B,910
482,22100,8248,summer,2013,A-,910
483,22101,5215,summer,2013,B-,910
484,22115,8697,summer,2013,B-,910
485,22797,6388,fall,2014,B-,950
486,22798,2358,fall,2014,F,950
487,22799,8915,fall,2014,C,950
488,22800,6319,fall,2014,C,950
489,22801,10608,fall,2014,F,950
490,22802,7721,fall,2014,D,950
491,22803,739,fall,2014,F,950
492,22804,5047,fall,2014,D,950
493,22805,3795,fall,2014,D,950
494,22806,10557,fall,2014,B-,950
495,22807,10584,fall,2014,C-,950
496,22808,8133,fall,2014,C,950
497,22809,9127,fall,2014,F,950
498,22810,381,fall,2014,D,950
499,22811,1895,fall,2014,B,950
500,22812,4372,fall,2014,D,950
501,22813,298,fall,2014,A,950
502,22814,10693,fall,2014,C,950
503,22815,1423,fall,2014,B-,950
504,22816,7671,fall,2014,C-,950
505,22817,9969,fall,2014,B-,950
506,22818,570,fall,2014,F,950
507,22819,4076,fall,2014,D,950
508,22820,2240,fall,2014,D,950
509,22821,8226,fall,2014,F,950
510,22822,9947,fall,2014,B-,950
511,22823,7099,fall,2014,C,950
512,23653,2551,fall,2014,F,950
513,23654,1321,fall,2014,B-,950
514,23655,437,fall,2014,D,950
515,23656,2971,fall,2014,C+,950
516,23657,9165,fall,2014,C+,950
517,23658,2125,fall,2014,D,950
518,23659,9121,fall,2014,A,950
519,23660,8698,fall,2014,A-,950
520,23661,9572,fall,2014,B+,950
521,23662,7132,fall,2014,C,950
522,23663,5498,fall,2014,B,950
523,23664,411,fall,2014,C+,950
524,23665,1954,fall,2014,B,950
525,24160,1765,fall,2014,B-,950
526,24161,5394,fall,2014,F,950
527,24162,9403,fall,2014,B+,950
528,24163,4903,fall,2014,C-,950
529,24164,8804,fall,2014,F,950
530,24165,7609,fall,2014,F,950
531,24166,8967,fall,2014,C,950
532,24167,448,fall,2014,D,950
533,24168,407,fall,2014,F,950
534,24866,2240,spring,2014,F,930
535,24867,6388,spring,2014,D,930
536,24868,1423,spring,2014,F,930
537,24869,7341,spring,2014,D,930
538,24870,2145,spring,2014,D+,930
539,24871,8915,spring,2014,F,930
540,24872,9969,spring,2014,D,930
541,24873,10569,spring,2014,D,930
542,24874,6811,spring,2014,B+,930
543,24875,347,spring,2014,C-,930
544,24876,7282,spring,2014,C,930
545,24877,298,spring,2014,F,930
546,24878,524,spring,2014,B-,930
547,24879,766,spring,2014,C-,930
548,24880,213,spring,2014,C,930
549,24881,8420,spring,2014,B+,930
550,24882,882,spring,2014,B,930
551,24883,10364,spring,2014,B,930
552,24884,9057,spring,2014,B-,930
553,24885,2492,spring,2014,C-,930
554,24886,2456,spring,2014,D,930
555,24887,6208,spring,2014,C,930
556,24888,7998,spring,2014,C-,930
557,25652,7132,spring,2014,F,930
558,25653,43,spring,2014,B,930
559,25654,2307,spring,2014,B,930
560,25655,6577,spring,2014,B+,930
561,26086,334,spring,2014,A-,930
562,26087,8478,spring,2014,F,930
563,26088,540,spring,2014,F,930
564,26089,6972,spring,2014,C-,930
565,26090,1315,spring,2014,F,930
566,26091,5547,spring,2014,F,930
567,26273,4506,summer,2014,B,940
568,26274,3297,summer,2014,A-,940
569,26275,300,summer,2014,C,940
570,26295,8478,summer,2014,C+,940
571,27021,10608,fall,2015,D,980
572,27022,8231,fall,2015,D+,980
573,27023,5686,fall,2015,D,980
574,27024,1580,fall,2015,F,980
575,27025,3861,fall,2015,C-,980
576,27026,9327,fall,2015,C,980
577,27027,10365,fall,2015,D,980
578,27028,8998,fall,2015,B-,980
579,27029,5133,fall,2015,C,980
580,27030,14,fall,2015,F,980
581,27031,5529,fall,2015,F,980
582,27032,9592,fall,2015,F,980
583,27033,6134,fall,2015,D,980
584,27034,1250,fall,2015,F,980
585,27035,1225,fall,2015,D,980
586,27036,1001,fall,2015,A,980
587,27037,2353,fall,2015,C,980
588,27038,8490,fall,2015,C-,980
589,27039,5116,fall,2015,D,980
590,27040,5393,fall,2015,D,980
591,27041,7760,fall,2015,C,980
592,27042,381,fall,2015,D,980
593,27043,6516,fall,2015,C-,980
594,27044,348,fall,2015,A,980
595,27045,5019,fall,2015,C,980
596,27046,4513,fall,2015,F,980
597,27047,6922,fall,2015,F,980
598,27048,8551,fall,2015,C-,980
599,27049,9596,fall,2015,D,980
600,27050,6548,fall,2015,C,980
601,27051,342,fall,2015,D,980
602,27052,3966,fall,2015,F,980
603,27053,2579,fall,2015,F,980
604,27978,1783,fall,2015,A-,980
605,27979,646,fall,2015,C+,980
606,27980,8488,fall,2015,A-,980
607,27981,1763,fall,2015,C,980
608,27982,6627,fall,2015,B,980
609,27983,1604,fall,2015,D,980
610,27984,4133,fall,2015,F,980
611,27985,7129,fall,2015,B-,980
612,27986,5259,fall,2015,A-,980
613,27987,6896,fall,2015,B+,980
614,27988,2592,fall,2015,F,980
615,27989,2188,fall,2015,B,980
616,27990,833,fall,2015,B,980
617,27991,437,fall,2015,C,980
618,27992,5499,fall,2015,B-,980
619,27993,3218,fall,2015,B-,980
620,27994,7461,fall,2015,B,980
621,27995,1965,fall,2015,C,980
622,28603,5394,fall,2015,C+,980
623,28604,10410,fall,2015,B,980
624,28605,7499,fall,2015,C-,980
625,28606,2588,fall,2015,F,980
626,28607,871,fall,2015,A-,980
627,28608,9303,fall,2015,A-,980
628,28609,4207,fall,2015,D,980
629,28610,7977,fall,2015,C,980
630,28611,10468,fall,2015,F,980
631,29383,4076,spring,2015,C,960
632,29384,739,spring,2015,F,960
633,29385,9596,spring,2015,F,960
634,29386,6066,spring,2015,F,960
635,29387,8551,spring,2015,D,960
636,29388,10608,spring,2015,D,960
637,29389,6284,spring,2015,C,960
638,29390,8490,spring,2015,D,960
639,29391,4508,spring,2015,C+,960
640,29392,6516,spring,2015,F,960
641,29393,8226,spring,2015,F,960
642,29394,1689,spring,2015,C,960
643,29395,5116,spring,2015,F,960
644,29396,5393,spring,2015,D,960
645,29397,8231,spring,2015,F,960
646,29398,6092,spring,2015,B,960
647,29399,3680,spring,2015,B,960
648,29400,5047,spring,2015,D,960
649,29401,2753,spring,2015,C,960
650,29402,5563,spring,2015,F,960
651,29403,7721,spring,2015,C+,960
652,29404,2145,spring,2015,C,960
653,30116,7141,spring,2015,C-,960
654,30117,9140,spring,2015,B-,960
655,30118,8825,spring,2015,B,960
656,30119,2551,spring,2015,B,960
657,30120,2125,spring,2015,C,960
658,30121,646,spring,2015,D+,960
659,30619,3238,spring,2015,C,960
660,30620,1461,spring,2015,B,960
661,30621,2053,spring,2015,B,960
662,30622,1315,spring,2015,C,960
663,30623,7609,spring,2015,F,960
664,30624,448,spring,2015,F,960
665,30625,8804,spring,2015,D,960
666,30626,4211,spring,2015,C-,960
667,30785,5563,summer,2015,C-,970
668,30786,5019,summer,2015,D,970
669,30802,8804,summer,2015,B,970
670,31470,4218,fall,2016,C+,1010
671,31471,8264,fall,2016,D,1010
672,31472,5642,fall,2016,C-,1010
673,31473,7054,fall,2016,D,1010
674,31474,500,fall,2016,D,1010
675,31475,3104,fall,2016,C,1010
676,31476,7610,fall,2016,B,1010
677,31477,4756,fall,2016,D,1010
678,31478,4974,fall,2016,C,1010
679,31479,4774,fall,2016,B,1010
680,31480,6308,fall,2016,C,1010
681,31481,4513,fall,2016,F,1010
682,31482,6141,fall,2016,D,1010
683,31483,9291,fall,2016,D,1010
684,31484,4545,fall,2016,C-,1010
685,31485,3252,fall,2016,C,1010
686,31486,5148,fall,2016,F,0
687,31487,10422,fall,2016,D,0
688,31488,7217,fall,2016,D,0
689,31489,1312,fall,2016,D,0
690,31490,184,fall,2016,D,0
691,31491,6660,fall,2016,C,0
692,31492,9078,fall,2016,B+,0
693,31493,8139,fall,2016,A-,0
694,31494,5174,fall,2016,F,0
695,31495,2438,fall,2016,D,0
696,31496,1958,fall,2016,C+,0
697,31497,10603,fall,2016,B-,0
698,32369,5865,fall,2016,B+,0
699,32372,5581,fall,2016,C,0
700,33342,5932,fall,2016,F,0
701,33343,4614,fall,2016,F,0
702,33344,1082,fall,2016,C,0
703,33345,7330,fall,2016,B+,0
704,33346,5865,fall,2016,A,0
705,33347,328,fall,2016,A-,0
706,33348,1133,fall,2016,C,0
707,33349,4317,fall,2016,A,0
708,33350,414,fall,2016,F,0
709,33351,4791,fall,2016,B,0
710,33352,2245,fall,2016,B,0
711,33353,3636,fall,2016,B-,0
712,33354,6470,fall,2016,C,0
713,33355,9462,fall,2016,C+,0
714,33356,3226,fall,2016,D,0
715,33357,5581,fall,2016,C,0
716,33358,4771,fall,2016,B-,0
717,33359,8009,fall,2016,C,0
718,33360,5229,fall,2016,F,0
719,33361,4875,fall,2016,D+,0
720,33362,6261,fall,2016,D,0
721,33363,10029,fall,2016,F,0
722,33364,8796,fall,2016,C+,0
723,33365,854,fall,2016,B,0
724,33366,9812,fall,2016,B,0
725,34646,2438,spring,2016,F,0
726,34647,3966,spring,2016,F,0
727,34648,6141,spring,2016,D,0
728,34649,9078,spring,2016,D,0
729,34650,7054,spring,2016,D,0
730,34651,9592,spring,2016,D,0
731,34652,2840,spring,2016,C-,0
732,34653,381,spring,2016,C-,0
733,34654,1580,spring,2016,C-,0
734,34655,2358,spring,2016,C+,0
735,34656,3988,spring,2016,D,0
736,34657,9596,spring,2016,C-,0
737,34658,4193,spring,2016,C-,0
738,34659,1250,spring,2016,C,0
739,34660,3994,spring,2016,C+,0
740,34661,342,spring,2016,C,0
741,34662,5686,spring,2016,D,0
742,34663,6922,spring,2016,F,0
743,34664,8018,spring,2016,C-,0
744,34665,6134,spring,2016,A,0
745,34666,1374,spring,2016,C,0
746,35436,7650,spring,2016,C-,0
747,35437,400,spring,2016,C,0
748,35438,4133,spring,2016,C+,0
749,35439,2592,spring,2016,B,0
750,35440,2314,spring,2016,B-,0
751,35441,7168,spring,2016,C+,0
752,35442,1604,spring,2016,C-,0
753,36038,9462,spring,2016,D,0
754,36039,2901,spring,2016,B+,0
755,36040,854,spring,2016,D,0
756,36041,3226,spring,2016,F,0
757,36042,1516,spring,2016,C+,0
758,36043,4207,spring,2016,B-,0
759,36044,6893,spring,2016,C+,0
760,36045,6966,spring,2016,B,0
761,36046,5488,spring,2016,B-,0
762,36047,2588,spring,2016,C,0
763,36048,1171,spring,2016,B+,0
764,36049,5756,spring,2016,C,0
765,36050,7644,spring,2016,C-,0
766,36051,750,spring,2016,C,0
767,36052,6518,spring,2016,B-,0
768,36053,439,spring,2016,F,0
769,37091,263,fall,2017,C+,0
770,37092,1166,fall,2017,F,0
