id,prev term number,current term number,prev GPA,current GPA
1576,950,1010,1.417647059,0.28571428600000004
4903,950,960,3.06,2.769230769
2588,960,980,2.74375,1.8833333330000002
1765,950,960,3.206666667,3.0466666669999998
3238,960,1010,2.2,3.361538462
9403,950,960,3.69375,3.925
8989,960,980,1.773333333,1.766666667
10468,960,980,2.4,1.8941176469999998
2053,950,960,3.15625,3.00625
9123,950,960,0.476470588,0.985714286
7499,950,960,2.673333333,2.175
448,950,960,0.8857142859999999,0.307692308
2113,990,1010,3.785714286,3.711111111
439,1010,1040,3.0,3.26
9715,950,960,4.0,4.0
5394,950,960,1.864285714,3.1461538460000003
1461,950,960,3.35,3.1875
4211,950,960,2.0,2.85
8804,930,950,2.35625,1.766666667
8106,1070,1080,3.935714286,4.0
9717,1020,1040,2.830769231,3.0
8414,980,990,2.5461538459999997,3.00625
2390,1040,1050,2.74,2.423076923
1098,1050,1070,0.946153846,2.854545455
3036,1010,1020,2.71875,2.74
1867,1040,1050,3.0,1.5
4974,1040,1050,3.425,3.425
290,980,990,2.6076923080000003,1.4
2275,980,990,1.48,2.563636364
6548,980,990,2.7882352939999997,0.6
6830,1070,1080,2.647058824,2.7
4756,990,1010,1.9875,2.221428571
5839,990,1010,2.5714285709999998,2.292857143
1909,1010,1020,3.075,3.26
184,1010,1020,1.914285714,2.34
9183,990,1010,1.7,2.130769231
6758,1070,1080,2.9375,2.8
5483,980,990,1.0230769229999999,1.325
10603,1050,1070,3.2625,2.63125
3507,980,990,3.538461538,3.106666667
3780,980,990,1.375,1.607142857
168,1050,1070,3.82,3.5
4545,1010,1020,3.066666667,3.4
10626,990,1010,3.782352941,2.566666667
6070,980,990,1.0230769229999999,0.153846154
1001,1040,1050,3.1,3.1615384619999998
3298,1020,1040,1.5307692309999998,2.925
6660,1040,1050,3.0615384619999997,3.34
8018,1010,1020,2.5333333330000003,2.038461538
1374,1020,1040,1.9357142859999998,3.14
2840,980,990,2.45,2.11875
5642,1070,1080,2.98125,3.575
1312,1040,1050,3.4315789469999998,3.00625
8662,1050,1070,2.425,3.333333333
2438,1010,1020,1.6857142859999998,2.14
9327,1010,1020,2.078571429,2.525
3861,1040,1050,1.0785714290000001,1.15
3326,980,990,3.326666667,2.74375
5497,980,990,2.46875,0.28571428600000004
2007,1050,1070,2.717647059,2.9823529410000003
7760,1010,1020,2.9,2.675
380,960,980,1.0909090909999999,0.5307692310000001
4508,1050,1070,1.533333333,0.728571429
1278,1010,1020,2.246153846,3.076923077
14,1010,1020,3.6,2.54
5599,1020,1040,2.46875,1.34375
7054,980,990,3.0,2.521428571
8551,1010,1040,3.4,2.8
9078,1050,1070,1.86,2.152631579
1250,1020,1040,3.064285714,3.8
3633,990,1010,3.416666667,3.323529412
6141,990,1010,2.647058824,3.0785714289999997
7217,990,1010,2.48,2.7625
8783,990,1010,3.14,2.93125
4221,1010,1020,2.54,2.14
1697,1040,1050,2.85,2.411764706
155,1070,1080,3.0,3.233333333
4547,980,990,1.88125,1.005555556
2904,1040,1050,3.4,3.74
2768,990,1010,2.68,2.0
211,1040,1050,3.091304348,2.245
2314,990,1010,3.3411764710000003,3.035714286
3218,980,990,2.7,2.515384615
5581,990,1010,2.517647059,3.023333333
5259,1050,1070,3.3625,3.112
494,1040,1050,2.9,2.4125
1763,1010,1020,3.196875,3.061111111
6896,980,990,3.776470588,3.306666667
18,1050,1070,2.4,2.9
7129,1040,1050,3.077777778,2.98
400,1020,1050,3.10625,2.4931034480000003
2484,1010,1020,3.074074074,3.133333333
6071,1010,1020,2.9379310339999996,2.8642857139999998
3637,980,990,1.516666667,3.495
833,1010,1020,2.6371428569999997,2.235714286
8796,1050,1070,2.630434783,2.6
6627,1050,1070,3.108571429,3.5956521739999996
9812,1040,1050,3.4888888889999996,3.5321428569999997
6470,980,990,2.2470588240000002,2.683333333
8259,1040,1050,3.3181818180000002,3.407692308
1965,1040,1050,3.0785714289999997,3.0193548389999996
7852,1050,1070,2.725,2.74
126,990,1010,3.0111111110000004,2.9214285710000003
2592,1010,1020,2.855,2.55
1783,1040,1050,3.22962963,3.9666666669999997
5338,1050,1070,3.2,3.0958333330000003
9986,1020,1040,2.8388888889999997,3.457692308
2188,1010,1020,2.71,2.5333333330000003
9292,1020,1040,2.0461538459999997,2.1
8272,1040,1070,4.0,3.1363636360000005
1219,980,990,4.0,3.9411764710000003
8488,1010,1020,3.381818182,2.823529412
7168,1010,1020,2.537931034,3.42
1344,980,990,2.9875,3.6714285710000003
8359,1040,1050,3.234375,3.4909090910000002
8110,980,990,3.75,3.538461538
3489,1040,1050,3.281818182,2.9142857139999996
7650,990,1010,3.0,3.0269230769999997
863,990,1010,3.123529412,2.693548387
1604,990,1010,2.726666667,2.385294118
7461,1010,1020,2.825,2.7
8123,1050,1070,3.2805555560000004,3.5448275860000003
4141,980,990,1.9625,0.125
5499,1020,1040,2.5,3.757692308
6610,1050,1070,3.145454545,3.284
100,1010,1020,3.248,2.928571429
9590,1020,1040,1.4692307690000002,4.0
5229,1010,1040,1.546153846,2.6
9488,980,990,1.884615385,0.209090909
5756,1010,1040,2.54,0.792857143
9303,980,990,3.755555556,3.3
7644,980,990,3.353333333,2.2
9168,1040,1050,3.24,1.43125
1171,990,1010,3.1823529410000004,2.16875
10506,990,1010,0.841666667,3.178571429
2245,1050,1070,1.226666667,2.75
10634,990,1010,2.4,0.307692308
2901,980,990,3.72,3.692857143
10410,1040,1050,3.54,3.471428571
3106,980,990,1.4428571430000001,1.3
871,980,990,3.7642857139999997,3.575
9462,980,990,2.6,2.021428571
5488,980,990,3.0125,3.4666666669999997
5739,990,1010,2.535714286,2.16875
750,980,990,3.492857143,3.176470588
6518,980,990,3.5785714289999997,2.970588235
7977,990,1010,2.625,2.673333333
9472,980,990,1.642857143,0.79
4875,1050,1070,2.14,1.964285714
1516,980,990,2.5733333330000003,2.670588235
854,990,1010,2.278571429,3.316666667
3226,990,1010,0.166666667,1.778571429
9460,980,1010,0.666666667,1.0
8155,990,1010,1.384615385,3.4083333330000003
3805,980,990,1.166666667,1.614285714
9797,980,990,2.593333333,2.416666667
4207,1050,1070,2.307142857,2.435714286
6966,990,1010,3.2,2.692307692
2383,980,990,1.536363636,0.666666667
7489,1020,1040,3.54,3.8
1825,1010,1020,2.142857143,2.575
8303,1070,1080,1.766666667,1.9
4002,1050,1070,3.36875,3.347058824
1537,1020,1040,2.92,3.625
1826,1010,1020,3.275,3.425
2548,1040,1050,4.0,3.823529412
1692,1050,1070,3.86875,3.7
10101,1020,1040,2.4307692309999998,2.925
2868,1050,1070,3.66,3.65
7610,1010,1020,3.138461538,3.735294118
5519,1010,1020,1.5,1.9230769230000002
4490,1010,1020,1.05625,2.0
6689,1010,1020,2.4071428569999997,1.5642857140000002
3342,1050,1070,1.0307692309999998,2.784615385
8264,1020,1040,2.86875,3.088235294
7200,1020,1040,2.7,2.261538462
9685,1010,1020,2.953846154,1.9357142859999998
2511,1010,1020,3.74,3.00625
1887,1020,1040,1.22,2.421428571
5625,1020,1040,2.175,1.85
5856,1050,1070,2.384615385,2.517647059
7682,1010,1020,0.31875,2.476923077
500,1070,1080,3.5,3.166666667
955,1020,1040,2.43,2.4933333330000003
2132,1040,1050,3.1,3.14
6766,1050,1070,3.0,3.26
4218,1040,1050,3.68125,2.92
559,1020,1040,2.292307692,2.88
6702,1020,1040,1.675,1.6666666669999999
7032,1050,1070,3.41875,3.3
3906,990,1010,1.51,3.175
8072,1020,1040,1.325,0.4
10597,1070,1080,2.25625,2.86
9851,1010,1020,1.3666666669999998,1.785714286
8510,1010,1020,3.52,3.206666667
8139,1020,1040,2.116666667,1.364705882
9291,1040,1050,3.8,3.442857143
4774,1020,1040,1.692307692,2.4266666669999997
10422,1070,1080,0.1875,0.5
1387,1020,1040,3.5857142860000004,2.188235294
3252,1050,1070,2.1,2.930769231
4149,1010,1020,1.473333333,1.454545455
10042,1040,1050,2.646153846,2.02
3276,1010,1020,1.13125,0.25
2761,1050,1070,2.9,3.133333333
127,1040,1050,2.315384615,1.938461538
3765,1040,1050,2.56875,2.95
1139,1050,1070,2.85,3.06
5823,1040,1050,3.206666667,2.894117647
1085,1010,1020,3.02,1.506666667
1558,1050,1070,3.62,3.26
8570,1020,1040,2.82,1.9375
735,1010,1040,0.74,0.825
3104,1010,1020,1.5875,2.825
4366,1040,1050,4.0,3.930769231
2260,1020,1040,2.136363636,1.035714286
8352,1050,1070,2.94375,2.476923077
8972,1040,1050,2.253846154,1.705882353
8597,1050,1070,2.4,2.833333333
1958,1010,1020,2.65,2.733333333
7477,1050,1070,2.3,0.642857143
792,1010,1020,2.325,1.7071428569999998
7492,1010,1020,2.141666667,1.857142857
2829,1070,1080,2.96,3.38125
3673,1050,1070,3.4083333330000003,3.311111111
9481,1020,1040,2.684615385,2.8575757580000003
770,1050,1070,2.3184210530000002,2.971875
10537,1040,1050,2.677419355,2.545454545
2766,1040,1050,2.718181818,3.09375
3862,1020,1040,3.257142857,2.385714286
458,1050,1070,2.693103448,3.2392857139999998
9527,1050,1070,2.934375,3.0
6626,1050,1070,3.476470588,3.677419355
2513,1050,1070,2.8058823530000003,2.666666667
813,1010,1020,3.0266666669999998,3.5333333330000003
5120,1040,1050,3.265384615,3.4083333330000003
328,1050,1070,2.76875,3.0625
1806,1010,1020,3.358333333,2.5133333330000003
4694,1040,1050,3.8,3.4560000000000004
4771,1010,1020,3.631578947,3.052941176
4791,1050,1070,1.971875,3.392857143
469,1040,1050,3.538461538,3.31
7330,1020,1040,2.7736842110000004,2.992857143
3636,1050,1070,2.765384615,3.039130435
2016,1010,1020,3.096666667,2.48
615,1050,1070,3.0,2.81
2547,1020,1040,3.2,2.315384615
2061,1010,1020,3.708695652,3.415384615
9573,1040,1050,3.592592593,3.5
624,1050,1070,2.9125,3.577272727
10525,1040,1050,3.409375,3.303846154
7320,1040,1050,2.985185185,2.667857143
1937,1020,1040,3.14,2.3480000000000003
9996,1010,1020,3.246666667,2.93125
4884,1050,1070,3.0555555560000003,3.457692308
4679,1020,1040,2.888888889,3.489655172
4159,1040,1050,3.565625,3.489655172
2857,1040,1050,2.465384615,3.025
5367,1020,1040,2.66,3.038461538
5865,1020,1040,2.0625,2.910714286
6137,1010,1020,2.710526316,3.6307692310000004
8452,1020,1040,2.94,2.61
3483,1020,1040,3.0875,2.3290322580000002
9577,1020,1040,3.075,3.2769230769999997
304,1040,1050,2.93,3.75
4317,1050,1070,3.292592593,3.111538462
1908,1050,1070,2.8147058819999997,2.35
10406,1020,1040,3.507142857,3.492592593
5932,1050,1070,2.482352941,2.778571429
414,1010,1040,1.9266666669999999,0.85
9918,1010,1040,2.98,2.583333333
1386,1040,1050,3.057142857,2.386666667
3932,1050,1070,2.6,2.7769230769999997
8096,1010,1040,2.884615385,2.714285714
1400,1010,1040,2.766666667,1.153846154
1591,1010,1040,1.276923077,1.142857143
9073,1040,1050,2.0133333330000003,1.430769231
2994,1010,1040,3.56875,3.111111111
3951,1010,1040,2.653333333,2.925
78,1010,1040,2.81875,2.166666667
4620,1040,1050,3.35,3.0
1753,1040,1050,2.3125,1.0785714290000001
8009,1050,1070,2.127777778,2.3
10432,1040,1050,0.7333333329999999,4.0
942,1040,1050,1.65,2.6
7266,1010,1040,3.492857143,2.7357142860000003
4943,1040,1050,2.446153846,1.584615385
8229,990,1010,1.325,0.875
8306,1040,1050,2.246666667,2.3
648,1050,1070,3.8125,0.642857143
2222,1040,1050,2.625,2.9666666669999997
3378,1040,1050,3.238461538,1.1
6675,1040,1050,2.52,2.35
9096,1040,1050,3.625,3.0
9108,1070,1080,3.8125,3.733333333
3660,1040,1050,2.88,2.46
3376,1040,1050,2.56,1.71
10301,1040,1050,2.0,2.084615385
607,1040,1050,3.007692308,2.65
5166,1040,1050,3.207692308,2.8
1875,1050,1070,3.8125,3.94
254,1050,1070,2.14,1.930769231
10553,1050,1070,2.435714286,2.253333333
5252,1040,1050,2.769230769,0.185714286
2786,1050,1070,1.68,2.26
5844,1050,1070,3.1125,3.4
6188,1040,1050,3.307692308,3.94375
9189,1040,1050,2.925,2.06
9591,1040,1050,1.821428571,1.8333333330000001
3983,1070,1080,2.736363636,3.111764706
3569,1050,1070,2.230769231,3.09375
848,1040,1050,4.0,3.935714286
2629,1050,1070,3.38125,3.627777778
574,1050,1070,1.976923077,2.6
5543,1050,1070,1.526666667,2.7166666669999997
514,1040,1050,1.93125,0.925
9066,1050,1070,3.25,3.7
9566,1070,1080,3.770588235,3.4375
1166,1050,1070,2.19375,2.88
4438,1050,1070,2.9,2.3
6674,1040,1050,2.8,3.1470588239999997
8742,1040,1050,1.75,0.6
10154,1050,1070,2.761538462,3.26
4493,1050,1070,2.0066666669999997,2.623076923
8285,1050,1070,3.008333333,2.442857143
218,1070,1080,2.8,3.064285714
3800,1040,1050,3.5733333330000003,3.557142857
3542,1040,1050,1.533333333,2.814285714
263,1050,1070,2.41,3.930769231
10253,1050,1070,2.81875,2.2833333330000003
5944,1050,1070,2.72,2.6615384619999998
1491,1050,1070,1.5733333330000001,2.9352941180000003
561,1040,1050,3.522222222,3.142857143
5445,1040,1050,3.706666667,1.9357142859999998
7004,1070,1080,2.344444444,2.528571429
4697,1050,1070,2.0,3.5
9051,1050,1070,2.907692308,2.278571429
403,1040,1050,2.9733333330000002,3.14375
8955,1020,1040,0.942857143,1.0888888890000001
4355,1050,1070,3.0466666669999998,2.78125
3370,1050,1070,3.357142857,3.571428571
2343,1040,1050,3.1875,2.717948718
1879,1040,1050,3.022222222,2.692857143
6424,1050,1070,2.706666667,2.52
4120,1040,1050,2.615,2.6695652169999997
1546,1040,1050,3.012121212,2.9407407410000004
2174,1050,1070,2.726666667,3.5875
3753,1040,1050,3.1448275860000003,2.802941176
8146,1040,1050,3.175,2.90625
7076,1050,1070,2.335483871,3.3375
325,1050,1070,2.772222222,2.513043478
3160,1040,1050,2.525,3.30625
9278,1040,1050,3.296153846,3.1939393939999996
4707,1040,1050,3.0,4.0
638,1040,1050,2.827272727,2.2125
6539,1050,1070,3.121212121,2.889655172
10325,1040,1050,2.785,2.75483871
4156,1050,1070,2.637037037,3.365
7277,1040,1050,3.24375,2.32
7703,1050,1070,2.593333333,2.4
4330,1040,1050,2.392857143,3.5176470589999997
9908,1040,1050,1.7,2.627272727
4911,1040,1050,1.8375,3.407692308
5291,1040,1050,1.91875,1.80625
10138,1050,1070,2.9785714289999996,3.225
4286,1040,1050,1.425,1.785714286
5057,1050,1070,3.023529412,1.073333333
5182,1040,1050,3.4142857139999996,2.94
1724,1040,1050,1.8375,2.33125
1088,1050,1070,3.770588235,3.6777777780000003
5680,1050,1070,3.49375,3.50625
4905,1050,1070,1.7583333330000002,2.8857142860000002
4026,1040,1050,3.123529412,2.89375
6163,1050,1070,2.585714286,2.564285714
1070,1040,1050,3.24375,3.38125
652,1040,1050,2.14,1.7916666669999999
6681,1050,1070,0.9,1.6166666669999998
2013,1050,1070,3.7117647060000003,2.95
4539,1050,1070,1.888888889,1.5571428569999999
2274,1040,1050,3.41875,2.80625
2690,1040,1050,1.486666667,2.335714286
5845,1040,1050,3.4588235289999996,2.4533333330000002
6865,1050,1070,2.68,2.08
1066,1040,1050,3.45,2.393333333
10222,1040,1050,2.24,2.825
9586,1040,1050,1.88125,0.46153846200000004
5158,1040,1050,3.09375,3.3388888889999997
8027,1040,1050,2.482352941,2.8117647060000004
8349,1040,1050,3.717647059,3.5
2525,1040,1050,2.68125,3.04375
7732,1040,1050,2.876470588,2.6076923080000003
6900,1040,1050,1.38,0.69
6755,1040,1050,3.175,2.8538461539999997
10354,1040,1050,2.088235294,2.930769231
4595,1050,1070,2.425,2.46
3897,1040,1050,2.725,2.476470588
3363,1040,1050,2.8461538460000004,2.535714286
2706,1040,1050,2.7,2.80625
1856,1070,1080,3.68,3.28
1341,1070,1080,2.68,2.86
209,1070,1080,2.85,1.4615384619999998
6216,1070,1080,2.825,2.25
4532,1070,1080,0.825,0.675
3007,1070,1080,2.0333333330000003,2.4
8269,1070,1080,3.625,3.60625
6263,1070,1080,3.31875,3.08125
2075,1070,1080,1.576470588,2.142857143
5304,1070,1080,3.8125,2.6875
5940,1070,1080,3.49375,2.7375
13,1070,1080,1.66875,2.007692308
10523,1070,1080,3.2875,3.025
2232,1070,1080,2.5,2.370588235
9896,1070,1080,3.33125,2.4
10192,1070,1080,3.76875,3.19375
2198,1070,1080,3.1,2.706666667
8327,1070,1080,3.233333333,2.3875
7899,1070,1080,2.06875,2.26
3318,1070,1080,2.393333333,3.5333333330000003
3768,1070,1080,2.86,2.81875
1647,1070,1080,2.5,1.6230769230000002
2961,1070,1080,2.88,2.394117647
6372,1070,1080,4.0,3.86875
9261,1070,1080,1.9272727269999999,2.9384615380000003
4935,1070,1080,1.785714286,2.73
5914,1070,1080,4.0,3.8125
4651,1070,1080,1.59,2.325
1055,1070,1080,2.984615385,3.1
8471,1070,1080,2.0066666669999997,1.075
115,1070,1080,3.025,2.8
4787,1070,1080,2.066666667,0.666666667
6412,1070,1080,2.595,2.5615384619999997
3834,1070,1080,3.233333333,1.7
133,1070,1080,3.19375,1.9230769230000002
3518,1070,1080,1.071428571,0.925
934,1070,1080,3.258333333,2.846666667
6946,1050,1070,2.57,2.722222222
